ID,HydroID,AREA,PERCENTAGE
5781221.000000000000000,3827,150619.640963696787367,0.274725323152064
5781221.000000000000000,3829,295898.221432986669242,0.539708725788900
5781221.000000000000000,3834,37437.378969346958911,0.068284560828286
5781221.000000000000000,3835,40238.216520835783740,0.073393197368023
5781221.000000000000000,3836,437.862090573687738,0.000798646202841
5781221.000000000000000,3837,5207.752592673413346,0.009498771241017
5781221.000000000000000,3841,3587224.301343472208828,6.542980378256610
5781221.000000000000000,3842,1402203.316024266416207,2.557573213260487
5781221.000000000000000,3846,5598724.839640349149704,10.211891895163985
5781221.000000000000000,3847,5948920.110782274045050,10.850636672506660
5781221.000000000000000,3848,2404511.812690291553736,4.385751290719869
5781221.000000000000000,3849,5139274.564245300367475,9.373869545803634
5781221.000000000000000,3850,669987.566112130763941,1.222035515622986
5781221.000000000000000,3851,13505836.620940458029509,24.634206444703668
5781221.000000000000000,3853,29093.029896841413574,0.053064739689619
5781221.000000000000000,3854,7376.424789874948146,0.013454358748563
5781221.000000000000000,3855,5201231.635454087518156,9.486877227275215
5781221.000000000000000,3856,7446038.129310686141253,13.581331214104519
5781221.000000000000000,3857,3142747.075620983261615,5.732268384196186
5781221.000000000000000,3858,45963.054154684723471,0.083835114895441
5781221.000000000000000,3859,47501.361236362397904,0.086640936947712
5781221.000000000000000,3860,20817.910766172346484,0.037971191711750
5781221.000000000000000,3868,1001.010473505182063,0.001825810525459
5781221.000000000000000,3869,42578.541875653536408,0.077661874648553
5781221.000000000000000,3891,31775.401915556671156,0.057957298953077
5781223.000000000000000,3790,248702.838987810391700,0.109597901955747
5781223.000000000000000,3791,3389685.555812742095441,1.493760291272684
5781223.000000000000000,3792,1329566.670188063057140,0.585910953634276
5781223.000000000000000,3793,385712.011969293409493,0.169974848067723
5781223.000000000000000,3806,6458318.912966103293002,2.846039900078884
5781223.000000000000000,3807,1678153.484477717196569,0.739525539020879
5781223.000000000000000,3808,7484822.269202826544642,3.298397479316614
5781223.000000000000000,3809,5110647.493511735461652,2.252150579397824
5781223.000000000000000,3810,6077549.387698982842267,2.678243097807529
5781223.000000000000000,3811,4721229.108139847405255,2.080542413630786
5781223.000000000000000,3812,8906820.246384205296636,3.925040888449685
5781223.000000000000000,3813,3847600.884092608466744,1.695553561735954
5781223.000000000000000,3814,12021871.852121181786060,5.297776004229304
5781223.000000000000000,3815,5422406.191679527983069,2.389535819448581
5781223.000000000000000,3816,2571552.651010030414909,1.133227012873991
5781223.000000000000000,3817,5486850.099619460292161,2.417934840275166
5781223.000000000000000,3818,8329952.807443874888122,3.670828024327359
5781223.000000000000000,3819,8955317.295402547344565,3.946412477310864
5781223.000000000000000,3820,6201539.591653775423765,2.732882868997180
5781223.000000000000000,3821,9127927.947537139058113,4.022478216673378
5781223.000000000000000,3822,1972249.252980357967317,0.869127112260387
5781223.000000000000000,3823,7526983.066321891732514,3.316976820541014
5781223.000000000000000,3824,797612.900074341800064,0.351490561091950
5781223.000000000000000,3825,2148406.343548495788127,0.946755689479172
5781223.000000000000000,3826,3932407.954491528216749,1.732926182911342
5781223.000000000000000,3827,3738564.951763712335378,1.647503810998603
5781223.000000000000000,3828,4424711.253837196156383,1.949873480150766
5781223.000000000000000,3829,20834215.741047453135252,9.181183228166145
5781223.000000000000000,3830,2494225.580810375511646,1.099150664197157
5781223.000000000000000,3831,1772630.735158259747550,0.781159597157393
5781223.000000000000000,3832,431050.360213333391584,0.189954466579152
5781223.000000000000000,3833,3450738.778190902899951,1.520665111127242
5781223.000000000000000,3834,11489033.514463881030679,5.062965802116212
5781223.000000000000000,3835,4160378.227530120871961,1.833387696479078
5781223.000000000000000,3836,1918265.080509737832472,0.845337468098395
5781223.000000000000000,3837,3378218.173235771246254,1.488706866565210
5781223.000000000000000,3838,3511580.648352352902293,1.547476792682214
5781223.000000000000000,3839,12847741.636028101667762,5.661718756041963
5781223.000000000000000,3840,8224085.099657811224461,3.624174440856262
5781223.000000000000000,3841,91028.318644597675302,0.040114189217181
