,nwm_id,densified_id
162,5779397,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
163,5779399,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
164,5779401,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
165,5779403,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
166,5779405,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
167,5779407,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
168,5779409,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
169,5779411,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
170,5779413,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
171,5779415,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
172,5779417,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
173,5779419,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
174,5779421,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
175,5779423,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
176,5779425,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
177,5779427,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
178,5779429,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
179,5779699,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
180,5780023,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
181,5780025,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
182,5780027,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
183,5780029,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
184,5780031,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
185,5780033,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
186,5780035,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
187,5780037,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
188,5780039,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
189,5780041,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
190,5780043,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
191,5780045,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
192,5780047,"[2368268, 2363484, 2380918, 2351414, 2381356, 2324846, 2364241, 2338259, 2324405, 2359424, 2327438, 2371424, 2376827, 2338281, 2355302, 2355515, 2379131, 2333943, 2345144, 2325243, 2322868, 2364507, 2377287, 2349639, 2340163, 2356397, 2358987, 2333803, 2365292, 2333418, 2370563, 2347409, 2348648, 2350378, 2324034, 2321453, 2340187, 2336918, 2326628, 2347764, 2363456, 2347809, 2356847, 2346942, 2378661, 2322456, 2366469, 2377842, 2329019, 2348468, 2377355, 2320470, 2378465, 2353294, 2338345, 2342350, 2338260, 2363030, 2377929, 2326140, 2321299, 2378600, 2356097, 2349626, 2359522, 2377949, 2367095, 2377338, 2347929, 2326320, 2347724, 2374491, 2378370, 2339888, 2378193, 2349638, 2342747, 2371417, 2322871, 2337505, 2348847, 2377952, 2348698, 2327646, 2321481, 2321737, 2356971]"
