,5781703,5781223,5781221,5781887,5781313,5781903
2022-08-21 23:58:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22 00:00:00+00:00,0.13558582844574293,0.5184133794930039,-0.14695973130366288,-0.14695973130366288,0.3034851120363508,0.3034851120363508
2022-08-22 00:02:00+00:00,0.2649171881637315,1.0166817019986363,-0.21066295866096624,-0.21066295866096624,0.5965129723814063,0.5965129723814063
2022-08-22 00:04:00+00:00,0.38825941799043784,1.4956227709793544,-0.201818919024346,-0.201818919024346,0.8794297820997076,0.8794297820997076
2022-08-22 00:06:00+00:00,0.5058666000591345,1.956021190562234,-0.130004627879429,-0.130004627879429,1.1525702808144311,1.1525702808144311
2022-08-22 00:08:00+00:00,0.6179820373529302,2.3986297132905015,-0.0037771506750198256,-0.0037771506750198256,1.4162581261534737,1.4162581261534737
2022-08-22 00:10:00+00:00,0.7248387109981527,2.824170533162098,0.16922498461993896,0.16922498461993896,1.6708062606334737,1.6708062606334737
2022-08-22 00:12:00+00:00,0.8266597181575718,3.233336526176388,0.3821901943389539,0.3821901943389539,1.9165172663976568,1.9165172663976568
2022-08-22 00:14:00+00:00,0.9236586913464923,3.626792440519958,0.62905112490024,0.62905112490024,2.153683708209616,2.153683708209616
2022-08-22 00:16:00+00:00,1.0160401999598307,4.005176038435946,0.904409966777465,0.904409966777465,2.3825884650918345,2.3825884650918345
2022-08-22 00:18:00+00:00,1.1040001347648558,4.369099191738337,1.2034710270073858,1.2034710270073858,2.6035050509848787,2.6035050509848787
2022-08-22 00:20:00+00:00,1.1877260760822534,4.719148932853056,1.521979863984075,1.521979863984075,2.816697924790746,2.816697924790746
2022-08-22 00:22:00+00:00,1.2673976463475238,5.055888463191263,1.8561683547061238,1.8561683547061238,3.0224227901518206,3.0224227901518206
2022-08-22 00:24:00+00:00,1.3431868477153543,5.379858120586992,2.2027051247392557,2.2027051247392557,3.2209268853052513,3.2209268853052513
2022-08-22 00:26:00+00:00,1.4152583853415048,5.69157630746095,2.5586508255331473,2.5586508255331473,3.412449263341323,3.412449263341323
2022-08-22 00:28:00+00:00,1.4837699769498223,5.99154038130481,2.9214177929316443,2.9214177929316443,3.5972210631835035,3.5972210631835035
2022-08-22 00:30:00+00:00,1.5488726492662193,6.280227509015653,3.2887336652321824,3.2887336652321824,3.775465771597339,3.775465771597339
2022-08-22 00:32:00+00:00,1.610711021876774,6.558095486548053,3.6586085794283503,3.6586085794283503,3.947399476525203,3.947399476525203
2022-08-22 00:34:00+00:00,1.669423579043467,6.8255835252917985,4.029305600712237,4.029305600712237,4.113231112034063,4.113231112034063
2022-08-22 00:36:00+00:00,1.7251429299884407,7.083113006526018,4.3993140732852245,4.3993140732852245,4.27316269515393,4.27316269515393
2022-08-22 00:38:00+00:00,1.7779960581359893,7.331088205245688,4.767325610357222,4.767325610357222,4.427389554875463,4.427389554875463
2022-08-22 00:40:00+00:00,1.8281045597807375,7.569896984603869,5.132212468203767,5.132212468203767,4.5761005535663,4.5761005535663
2022-08-22 00:42:00+00:00,1.875584872630587,7.799911462162543,5.493008073568146,5.493008073568146,4.719478301057118,4.719478301057118
2022-08-22 00:44:00+00:00,1.9205484946539861,8.021488649096515,5.848889495786471,5.848889495786471,4.857699361640086,4.857699361640086
2022-08-22 00:46:00+00:00,1.9631021936428479,8.234971063448347,6.199161674998663,6.199161674998663,4.990934454214367,4.990934454214367
2022-08-22 00:48:00+00:00,2.0033482078849953,8.440687318487768,6.543243235888015,6.543243235888015,5.119348645805535,5.119348645805535
2022-08-22 00:50:00+00:00,2.041384438323305,8.63895268718619,6.880653732747715,6.880653732747715,5.243101538678284,5.243101538678284
2022-08-22 00:52:00+00:00,2.0773046325627122,8.830069643775971,7.2110021864682485,7.2110021864682485,5.36234745125452,5.36234745125452
2022-08-22 00:54:00+00:00,2.1111985610709234,9.01432838332467,7.533976787423787,7.533976787423787,5.477235593041918,5.477235593041918
2022-08-22 00:56:00+00:00,2.143152185904014,9.192007320216826,7.849335650342395,7.849335650342395,5.587910233771251,5.587910233771251
2022-08-22 00:58:00+00:00,2.1732478222740306,9.363373566399456,8.156898518196213,8.156898518196213,5.694510866934197,5.694510866934197
2022-08-22 01:00:00+00:00,2.2015642932622654,9.528683390212878,8.456539322053189,8.456539322053189,5.797172367907005,5.797172367907005
2022-08-22 01:02:00+00:00,2.2291124453969124,9.689642087529684,8.747526199959575,8.747526199959575,5.8969511049590695,5.8969511049590695
2022-08-22 01:04:00+00:00,2.255924873745519,9.846426295542651,9.030138416842474,9.030138416842474,5.9939425157797235,5.9939425157797235
2022-08-22 01:06:00+00:00,2.282032790566366,9.999205480727294,9.30465089434927,9.30465089434927,6.088238878468128,6.088238878468128
2022-08-22 01:08:00+00:00,2.307466083972611,10.148142229942428,9.571333716457211,9.571333716457211,6.179929416135664,6.179929416135664
2022-08-22 01:10:00+00:00,2.3322533741076534,10.293392529713287,9.830451719136317,9.830451719136317,6.269100398045313,6.269100398045313
2022-08-22 01:12:00+00:00,2.356422066937339,10.435106034176945,10.082264154563891,10.082264154563891,6.355835237402695,6.355835237402695
2022-08-22 01:14:00+00:00,2.3799984057600834,10.57342632215028,10.327024421353627,10.327024421353627,6.440214585909604,6.440214585909604
2022-08-22 01:16:00+00:00,2.4030075205317347,10.70849114376209,10.564979853132758,10.564979853132758,6.522316425187214,6.522316425187214
2022-08-22 01:18:00+00:00,2.425473475097886,10.840432657072991,10.79637155858614,10.79637155858614,6.602216155172622,6.602216155172622
2022-08-22 01:20:00+00:00,2.4474193124224124,10.969377655089541,11.021434306794538,11.021434306794538,6.679986679588876,6.679986679588876
2022-08-22 01:22:00+00:00,2.468867097897232,11.095447783562584,11.240396452333304,11.240396452333304,6.755698488585442,6.755698488585442
2022-08-22 01:24:00+00:00,2.4898379608147043,11.218759749943896,11.45347989517368,11.45347989517368,6.829419738642711,6.829419738642711
2022-08-22 01:26:00+00:00,2.510352134080607,11.339425523860069,11.660900070948234,11.660900070948234,6.901216329831196,6.901216329831196
2022-08-22 01:28:00+00:00,2.530428992242332,11.457552529448035,11.862865967609888,11.862865967609888,6.971151980512941,6.971151980512941
2022-08-22 01:30:00+00:00,2.5500870879037794,11.573243829882575,12.05958016493564,12.05958016493564,7.039288299569849,7.039288299569849
2022-08-22 01:32:00+00:00,2.5693441865953908,11.686598304412785,12.25123889370576,12.25123889370576,7.105684856240797,7.105684856240797
2022-08-22 01:34:00+00:00,2.5882173001648616,11.797710818211645,12.438032111731282,12.438032111731282,7.170399247646695,7.170399247646695
2022-08-22 01:36:00+00:00,2.6067227187512847,11.906672385330387,12.620143594210258,12.620143594210258,7.233487164080048,7.233487164080048
2022-08-22 01:38:00+00:00,2.6248760414028327,12.013570325037639,12.797751036170272,12.797751036170272,7.295002452133019,7.295002452133019
2022-08-22 01:40:00+00:00,2.642692205395517,12.118488411811844,12.971026165003721,12.971026165003721,7.354997175735546,7.354997175735546
2022-08-22 01:42:00+00:00,2.6601855143081283,12.221507019244642,13.140134861326398,13.140134861326398,7.413521675172726,7.413521675172726
2022-08-22 01:44:00+00:00,2.6773696649061356,12.32270325810237,13.3052372865911,13.3052372865911,7.470624624148335,7.470624624148335
2022-08-22 01:46:00+00:00,2.694257772885061,12.422151108782877,13.466488016068796,13.466488016068796,7.5263530849592,7.5263530849592
2022-08-22 01:48:00+00:00,2.710862397521722,12.519921548395132,13.62403617597224,13.62403617597224,7.580752561842944,7.580752561842944
2022-08-22 01:50:00+00:00,2.7271955652796698,12.616082672679966,13.778025583642458,13.778025583642458,7.633867052559581,7.633867052559581
2022-08-22 01:52:00+00:00,2.7432687924132004,12.710699812981328,13.928594889849268,13.928594889849268,7.685739098265442,7.685739098265442
2022-08-22 01:54:00+00:00,2.7590931066124083,12.803835648469025,14.075877722373937,14.075877722373937,7.736409831735948,7.736409831735948
2022-08-22 01:56:00+00:00,2.7746790677299757,12.895550313805684,14.22000283014698,14.22000283014698,7.785919023991919,7.785919023991919
2022-08-22 01:58:00+00:00,2.790036787628654,12.985901502442905,14.361094227307914,14.361094227307914,7.834305129382247,7.834305129382247
2022-08-22 02:00:00+00:00,2.805175949186732,13.074944565724023,14.499271336637651,14.499271336637651,7.88160532917405,7.88160532917405
2022-08-22 02:02:00+00:00,2.819173952836525,13.162298219384901,14.635025854305367,14.635025854305367,7.925812698083603,7.925812698083603
2022-08-22 02:04:00+00:00,2.832079210925235,13.248031046256445,14.7682874355241,14.7682874355241,7.967029628343156,7.967029628343156
2022-08-22 02:06:00+00:00,2.843938081960413,13.3322088449989,14.899004838163322,14.899004838163322,8.005355122355505,8.005355122355505
2022-08-22 02:08:00+00:00,2.854794957741805,13.41489474312732,15.027143594459908,15.027143594459908,8.04088490491875,8.04088490491875
2022-08-22 02:10:00+00:00,2.8646923467967316,13.49614930544867,15.152683925156008,15.152683925156008,8.073711531735707,8.073711531735707
2022-08-22 02:12:00+00:00,2.8736709542758128,13.576030638096862,15.275618872154837,15.275618872154837,8.10392449433098,8.10392449433098
2022-08-22 02:14:00+00:00,2.8817697584592064,13.654594488344399,15.395952628093037,15.395952628093037,8.131610321494598,8.131610321494598
2022-08-22 02:16:00+00:00,2.889026084017154,13.7318943403621,15.51369904331518,15.51369904331518,8.156852677367247,8.156852677367247
2022-08-22 02:18:00+00:00,2.8954756721625317,13.80798150709137,15.628880292623249,15.628880292623249,8.179732456278247,8.179732456278247
2022-08-22 02:20:00+00:00,2.901152747827259,13.882905218386878,15.741525685880532,15.741525685880532,8.2003278744438,8.2003278744438
2022-08-22 02:22:00+00:00,2.906090083988816,13.956712705580992,15.851670608092471,15.851670608092471,8.218714558629452,8.218714558629452
2022-08-22 02:24:00+00:00,2.9103190632677927,14.029449282615271,15.959355575982274,15.959355575982274,8.23496563187725,8.23496563187725
2022-08-22 02:26:00+00:00,2.913869736912218,14.101158423878354,16.06462539934065,16.06462539934065,8.249151796394802,8.249151796394802
2022-08-22 02:28:00+00:00,2.916770881279553,14.17188183888398,16.167528436569437,16.167528436569437,8.261341413700197,8.261341413700197
2022-08-22 02:30:00+00:00,2.919050051922498,14.241659543917379,16.268115934870067,16.268115934870067,8.271600582113587,8.271600582113587
2022-08-22 02:32:00+00:00,2.9207336353802673,14.310529930773134,16.3664414464596,16.3664414464596,8.27999321168335,8.27999321168335
2022-08-22 02:34:00+00:00,2.9218468987726767,14.378529832702583,16.462560313039805,16.462560313039805,8.286581096631688,8.286581096631688
2022-08-22 02:36:00+00:00,2.922414037290261,14.445694587684033,16.55652921150591,16.55652921150591,8.291423985401847,8.291423985401847
2022-08-22 02:38:00+00:00,2.922458219669672,14.512058099124465,16.648405754569993,16.648405754569993,8.294579648386309,8.294579648386309
2022-08-22 02:40:00+00:00,2.922001631739839,14.577652894097023,16.738248140595697,16.738248140595697,8.29610394341277,8.29610394341277
2022-08-22 02:42:00+00:00,2.9210655181207237,14.642510179214298,16.826114847503078,16.826114847503078,8.296050879062106,8.296050879062106
2022-08-22 02:44:00+00:00,2.9196702221530635,14.70665989423341,16.912064366109913,16.912064366109913,8.294472675890123,8.294472675890123
2022-08-22 02:46:00+00:00,2.91783522413413,14.770130763484921,16.996154968734533,16.996154968734533,8.29141982562248,8.29141982562248
2022-08-22 02:48:00+00:00,2.915579177931382,14.832950345213993,17.078444509299672,17.078444509299672,8.286941148389873,8.286941148389873
2022-08-22 02:50:00+00:00,2.912919946042829,14.895145078918477,17.158990251550982,17.158990251550982,8.2810838480684,8.2810838480684
2022-08-22 02:52:00+00:00,2.909874633169989,14.956740330765284,17.237848722341838,17.237848722341838,8.273893565787779,8.273893565787779
2022-08-22 02:54:00+00:00,2.906459618366564,15.017760437163053,17.31507558724138,17.31507558724138,8.265414431668132,8.265414431668132
2022-08-22 02:56:00+00:00,2.902690585823229,15.078228746565944,17.39072554599816,17.39072554599816,8.255689114843939,8.255689114843939
2022-08-22 02:58:00+00:00,2.898582554346422,15.138167659580386,17.46485224564061,17.46485224564061,8.24475887183189,8.24475887183189
2022-08-22 03:00:00+00:00,2.8941499055865263,15.197598667443643,17.537508209220157,17.537508209220157,8.23266359329745,8.23266359329745
2022-08-22 03:02:00+00:00,2.8903397809151494,15.256146230379459,17.60859749312034,17.60859749312034,8.221301170059986,8.221301170059986
2022-08-22 03:04:00+00:00,2.887125770444497,15.313846212486952,17.678241585358702,17.678241585358702,8.210647339981463,8.210647339981463
2022-08-22 03:06:00+00:00,2.884482584696706,15.370733021935658,17.74655142188209,17.74655142188209,8.200678644153825,8.200678644153825
2022-08-22 03:08:00+00:00,2.8823860070717133,15.426839670070063,17.813628353964294,17.813628353964294,8.19137240030701,8.19137240030701
2022-08-22 03:10:00+00:00,2.8808128483316113,15.482197828114753,17.87956502490841,17.87956502490841,8.182706677097315,8.182706677097315
2022-08-22 03:12:00+00:00,2.879740903015961,15.536837881577565,17.944446164629827,17.944446164629827,8.174660269247008,8.174660269247008
2022-08-22 03:14:00+00:00,2.8791489077061327,15.590788982444211,18.008349309882586,18.008349309882586,8.167212673506958,8.167212673506958
2022-08-22 03:16:00+00:00,2.879016501060234,15.64407909925402,18.071345457155285,18.071345457155285,8.16034406541504,8.16034406541504
2022-08-22 03:18:00+00:00,2.8793241855435197,15.696735065142814,18.133499654596676,18.133499654596676,8.154035276824017,8.154035276824017
2022-08-22 03:20:00+00:00,2.8800532907823344,15.748782623935458,18.194871538727853,18.194871538727853,8.148267774173362,8.148267774173362
2022-08-22 03:22:00+00:00,2.8811859384727314,15.800246474367235,18.25551582115228,18.25551582115228,8.143023637480434,8.143023637480434
2022-08-22 03:24:00+00:00,2.8827050087778026,15.851150312510033,18.31548272998077,18.31548272998077,8.138285540027177,8.138285540027177
2022-08-22 03:26:00+00:00,2.8845941081505613,15.901516872476206,18.3748184102416,18.3748184102416,8.134036728719312,8.134036728719312
2022-08-22 03:28:00+00:00,2.886837538521906,15.951367965470032,18.43356528714119,18.43356528714119,8.130261005095772,8.130261005095772
2022-08-22 03:30:00+00:00,2.889420267795749,16.00072451725385,18.49176239567462,18.49176239567462,8.126942706966835,8.126942706966835
2022-08-22 03:32:00+00:00,2.8923279015958574,16.049606604093224,18.54944567975374,18.54944567975374,8.124066690660165,8.124066690660165
2022-08-22 03:34:00+00:00,2.8955466562113017,16.09803348724289,18.606648263720647,18.606648263720647,8.1216183138546,8.1216183138546
2022-08-22 03:36:00+00:00,2.8990633326896624,16.146023646032734,18.663400698842747,18.663400698842747,8.119583418982279,8.119583418982279
2022-08-22 03:38:00+00:00,2.9028652920293068,16.19359480961059,18.719731187139928,18.719731187139928,8.117948317180224,8.117948317180224
2022-08-22 03:40:00+00:00,2.9069404314241014,16.240763987396466,18.775665784671748,18.775665784671748,8.116699772773272,8.116699772773272
2022-08-22 03:42:00+00:00,2.9112771615159194,16.28754749830038,18.831228586211477,18.831228586211477,8.115824988270681,8.115824988270681
2022-08-22 03:44:00+00:00,2.9158643846121812,16.33396099875417,18.886441893051302,18.886441893051302,8.115311589859468,8.115311589859468
2022-08-22 03:46:00+00:00,2.9206914738274983,16.38001950960525,18.941326365518297,18.941326365518297,8.11514761337799,8.11514761337799
2022-08-22 03:48:00+00:00,2.925748253110201,16.425737441918653,18.995901161631288,18.995901161631288,8.115321490753908,8.115321490753908
2022-08-22 03:50:00+00:00,2.9310249781162234,16.471128621731573,19.05018406319375,19.05018406319375,8.115822036891123,8.115822036891123
2022-08-22 03:52:00+00:00,2.936512317894393,16.516206313803032,19.10419159049538,19.10419159049538,8.116638436990849,8.116638436990849
2022-08-22 03:54:00+00:00,2.9422013373486977,16.56098324439935,19.15793910668442,19.15793910668442,8.117760234292426,8.117760234292426
2022-08-22 03:56:00+00:00,2.9480834804445757,16.605471623154685,19.21144091277252,19.21144091277252,8.119177318220009,8.119177318220009
2022-08-22 03:58:00+00:00,2.954150554127654,16.64968316404407,19.26471033414315,19.26471033414315,8.120879912921653,8.120879912921653
2022-08-22 04:00:00+00:00,2.960394712924725,16.693629105505075,19.317759799352515,19.317759799352515,8.122858566187846,8.122858566187846
2022-08-22 04:02:00+00:00,2.9658770719326197,16.730543959063127,19.371676702442983,19.371676702442983,8.125505932853688,8.125505932853688
2022-08-22 04:04:00+00:00,2.970629949654872,16.760713156923035,19.425552561230983,19.425552561230983,8.12879987428298,8.12879987428298
2022-08-22 04:06:00+00:00,2.9746842935186715,16.784410543958504,19.478598878455802,19.478598878455802,8.132718984768175,8.132718984768175
2022-08-22 04:08:00+00:00,2.9780697380412424,16.801898848108404,19.530134370101567,19.530134370101567,8.137242567265822,8.137242567265822
2022-08-22 04:10:00+00:00,2.980814660528578,16.813430131676927,19.579573462999203,19.579573462999203,8.1423506099353,8.1423506099353
2022-08-22 04:12:00+00:00,2.9829462344112234,16.81924622431293,19.626415938846847,19.626415938846847,8.148023763454272,8.148023763454272
2022-08-22 04:14:00+00:00,2.9844904803173407,16.819579138412116,19.670237613551947,19.670237613551947,8.154243319085168,8.154243319085168
2022-08-22 04:16:00+00:00,2.985472314979062,16.81465146765568,19.710681951441202,19.710681951441202,8.160991187467754,8.160991187467754
2022-08-22 04:18:00+00:00,2.9859155980640435,16.804676769369973,19.747452523513108,19.747452523513108,8.168249878113862,8.168249878113862
2022-08-22 04:20:00+00:00,2.985843177020242,16.78985993136401,19.780306227618052,19.780306227618052,8.17600247958092,8.17600247958092
2022-08-22 04:22:00+00:00,2.9852769300182014,16.77039752387492,19.809047196330404,19.809047196330404,8.184232640301893,8.184232640301893
2022-08-22 04:24:00+00:00,2.9842378070715667,16.746478137225907,19.833521325404874,19.833521325404874,8.192924550049874,8.192924550049874
2022-08-22 04:26:00+00:00,2.982745869413096,16.718282705776772,19.853611362156798,19.853611362156798,8.2020629220163,8.2020629220163
2022-08-22 04:28:00+00:00,2.9808203272002,16.685984818723387,19.869232498938363,19.869232498938363,8.2116329754825,8.2116329754825
2022-08-22 04:30:00+00:00,2.9784795756208577,16.649751018280043,19.880328422157756,19.880328422157756,8.22162041906493,8.22162041906493
2022-08-22 04:32:00+00:00,2.975741229467785,16.609741085756877,19.88686777205985,19.88686777205985,8.23201143451508,8.23201143451508
2022-08-22 04:34:00+00:00,2.9726221562458295,16.566108316023765,19.888840972802388,19.888840972802388,8.242792661055729,8.242792661055729
2022-08-22 04:36:00+00:00,2.969138507874821,16.518999780832164,19.88625739626479,19.88625739626479,8.253951180235745,8.253951180235745
2022-08-22 04:38:00+00:00,2.9653057510474663,16.468556581447178,19.8791428265565,19.8791428265565,8.26547450128631,8.26547450128631
2022-08-22 04:40:00+00:00,2.9611386962993427,16.414914091023885,19.867537195384127,19.867537195384127,8.277350546961918,8.277350546961918
2022-08-22 04:42:00+00:00,2.95665152584563,16.35820218714417,19.85149256132329,19.85149256132329,8.289567639850162,8.289567639850162
2022-08-22 04:44:00+00:00,2.9518578202368997,16.29854547491359,19.83107130865168,19.83107130865168,8.30211448913472,8.30211448913472
2022-08-22 04:46:00+00:00,2.946770583884064,16.236063501001443,19.806344543760076,19.806344543760076,8.314980177796587,8.314980177796587
2022-08-22 04:48:00+00:00,2.941402269500455,16.170870958991713,19.77739066929244,19.77739066929244,8.328154150239026,8.328154150239026
2022-08-22 04:50:00+00:00,2.935764801506976,16.10307788639767,19.74429411809573,19.74429411809573,8.341626200322205,8.341626200322205
2022-08-22 04:52:00+00:00,2.92986959844432,16.032789853678477,19.70714423080466,19.70714423080466,8.35538645979397,8.35538645979397
2022-08-22 04:54:00+00:00,2.923727594434369,15.960108145582561,19.666034262463572,19.666034262463572,8.369425387103625,8.369425387103625
2022-08-22 04:56:00+00:00,2.917349259731118,15.885129935129203,19.621060505013457,19.621060505013457,8.383733756586054,8.383733756586054
2022-08-22 04:58:00+00:00,2.9107446203997576,15.807948450527226,19.572321513760333,19.572321513760333,8.398302648003916,8.398302648003916
2022-08-22 05:00:00+00:00,2.903923277160879,15.728653135317469,19.51991742710629,19.51991742710629,8.413123436436049,8.413123436436049
